annotation_id,taxonomy,query,reference_primary,model_primary,reference_acceptable,model_acceptable,reference_clarification,model_clarification,model_clarification_reasons,model_brief_justification,disagreement_flags,disagreement_score
ANN_B2_319,T3,Where should I interchange between Adyar and Koyambedu?,interchange_transfer,interchange_transfer,interchange_transfer,interchange_transfer|point_to_point_route,False,False,,"The user explicitly inquires where to execute a transfer ('Where should I interchange'), directly aligning with interchange_transfer. Because an origin and destination pair ('between Adyar and Koyambedu') is specified, point_to_point_route is a valid secondary interpretation.",acceptable_set_mismatch,1
ANN_B2_324,T3,Is Perungalathur station open right now?,mode_availability,first_and_last_service,first_and_last_service|mode_availability|scheduled_departure,first_and_last_service|realtime_status_query,True,False,,"The inquiry asks whether Perungalathur station is open, which maps primarily to first_and_last_service as it relates to station opening and operating limit hours. Under Boundary Rule 3.6, temporal phrasing alone ('right now') does not imply realtime_status_query unless live disruption/delay tracking is explicitly demanded, though realtime_status_query remains an acceptable secondary candidate for live operational status.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_325,T3,Egmore to anywhere metro?,point_to_point_route,,mode_availability|point_to_point_route|route_stop_sequence,mode_availability|point_to_point_route,True,True,intent_ambiguity,"The surface utterance 'Egmore to anywhere metro?' is a telegraphic fragment lacking an explicit predicate. It is semantically indeterminate between an existential inquiry checking whether metro services operate from Egmore ('mode_availability') and an incomplete journey planning request from Egmore where 'anywhere' represents an unspecified destination ('point_to_point_route'). Because neither interpretation is definitively expressed over the other, no single primary label is defensible, requiring clarification due to intent ambiguity.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_327,T3,Check headway and frequency of departures at CMBT,service_frequency,service_frequency,service_frequency,service_frequency,False,True,missing_slot,"The commuter specifically asks for vehicle headway and departure frequency, which uniquely maps to service_frequency. Because CMBT is a multi-service transit hub and no specific route, line, or destination is provided, execution requires clarifying the missing route slot.",clarification_mismatch,1
ANN_B2_334,T3,Route 570?,route_stop_sequence,,mode_availability|route_stop_sequence|scheduled_departure,mode_availability|route_stop_sequence|scheduled_departure,True,True,intent_ambiguity,"The utterance 'Route 570?' mentions only a route identifier without specifying an action, property, or question predicate. It is semantically indeterminate between requesting the route's stop sequence (route_stop_sequence), timetable/departures (scheduled_departure), or operational availability (mode_availability).",primary_mismatch,1
ANN_B2_336,T3,वडपलनी से मेट्रो?,point_to_point_route,,mode_availability|point_to_point_route|scheduled_departure,mode_availability|point_to_point_route|scheduled_departure,True,True,intent_ambiguity,"The utterance 'वडपलनी से मेट्रो?' ('Metro from Vadapalani?') is highly clipped and underspecified, containing only an origin location, postposition, and transit mode without a verb or interrogative marker. It is semantically indeterminate between checking transit availability ('Is there metro service operating from Vadapalani?' -> mode_availability), initiating journey routing ('How to go by metro from Vadapalani?' -> point_to_point_route), and seeking departure timings ('When does the metro leave from Vadapalani?' -> scheduled_departure). Under Section 4.1 and Section 4.2 of the guidelines, genuine intent ambiguity without a single defensible primary interpretation requires setting primary_label to null.",primary_mismatch,1
ANN_B2_337,T3,Perungalathur to anywhere metro?,point_to_point_route,mode_availability,mode_availability|point_to_point_route|route_stop_sequence,mode_availability|point_to_point_route,True,False,,"The commuter is asking whether metro transit service exists or operates out of Perungalathur ('Perungalathur to anywhere metro?'), which directly inquires about mode availability/existence. 'point_to_point_route' is included as a secondary acceptable candidate in case 'anywhere' is interpreted as an open/unspecified journey destination.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_338,T3,rout M1,route_stop_sequence,route_stop_sequence,mode_availability|route_stop_sequence|scheduled_departure,route_stop_sequence,True,False,,"The utterance 'rout M1' is an inquiry specifying the transit route designation M1 ('rout' being a spelling variant of 'route'). Under the T3 taxonomy, inquiries seeking the path, corridor alignment, or sequence of stops for a designated route map directly to route_stop_sequence.",acceptable_set_mismatch|clarification_mismatch,2
ANN_B2_340,T3,airport morning first,first_and_last_service,first_and_last_service,first_and_last_service,first_and_last_service,False,True,missing_slot,"The query 'airport morning first' expresses an inquiry regarding the earliest opening/operating service limit (first service in the morning), which maps directly to first_and_last_service. However, clarification is required due to execution incompleteness (missing destination, direction, and transit mode slots).",clarification_mismatch,1
ANN_B2_341,T3,कोयम्बैडु से मेट्रो,point_to_point_route,,mode_availability|point_to_point_route|scheduled_departure,mode_availability|point_to_point_route|scheduled_departure,True,True,intent_ambiguity,"The utterance 'कोयम्बैडु से मेट्रो' ('Metro from Koyambedu') contains an origin and transit mode but lacks a predicate or verb. As defined in Section 4.2 of the guidelines, such underspecified inquiries exhibit genuine semantic ambiguity between journey planning (point_to_point_route), scheduled departure timings (scheduled_departure), and service availability (mode_availability). Under Section 4.1, no single primary label is defensible, so primary_label is null and clarification is required.",primary_mismatch,1
ANN_B2_346,T3,29C to mnadaveli,route_stop_membership,,route_stop_membership,point_to_point_route|route_stop_membership|scheduled_departure,False,True,intent_ambiguity,"The utterance '29C to mnadaveli' pairs a bus route (29C) with a destination/stop ('mnadaveli', Mandaveli) without any verb, question particle, or functional framing. It is genuinely ambiguous among checking whether route 29C serves/halts at Mandaveli (route_stop_membership), requesting scheduled departure timings for 29C towards Mandaveli (scheduled_departure), or seeking travel/routing directions to Mandaveli via 29C (point_to_point_route). Under Gate B.3 ambiguity rules, an underspecified query with no single defensible primary class requires primary_label to be null with clarification_required set to true.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
